"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
"RF, Microwave, High Frequency","0.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1HR60WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1HR60WB01D/490-17142-1-ND/7602141,"","","","","","","","",CAP CER 0.6PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.837000","","",Active,Murata Electronics,GJM0335C1HR60WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"1",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17142-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.6pF","50V"
"RF, Microwave, High Frequency","0.7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER70WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER70WB01D/490-12664-1-ND/5797633,"","","","","","","","",CAP CER 0.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.750000","","",Active,Murata Electronics,GJM0335C1ER70WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"2",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-12664-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.7pF","25V"
"RF, Microwave, High Frequency","2.1pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E2R1WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E2R1WB01D/490-14783-1-ND/6606389,"","","","","","","","",CAP CER 2.1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.673000","","",Active,Murata Electronics,GJM0335C1E2R1WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"3",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14783-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","2.1pF","25V"
General Purpose,"10pF",=Value,Datasheet,https://api.kemet.com/component-edge/download/datasheet/C0201C100J3GAC7867.pdf,DigiKey Link,http://digikey.com/product-detail/en/kemet/C0201C100J3GAC7867/399-14856-1-ND/7382405,"","","","","","","","",CAP CER 10PF 25V C0G/NP0 0201,"0201 (0603 Metric)","",Low ESL,,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.590000","","",Active,KEMET,C0201C100J3GAC7867,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"4",Active,"0.02","",SMD Comm C0G,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"399-14856-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","10pF","25V"
"RF, Microwave, High Frequency","0.82pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1HR82WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1HR82WB01D/490-17148-1-ND/7602147,"","","","","","","","",CAP CER 0.82PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.510000","","",Active,Murata Electronics,GJM0335C1HR82WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"5",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17148-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.82pF","50V"
"RF, Microwave, High Frequency","0.47pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER47WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER47WB01D/490-17310-1-ND/7602309,"","","","","","","","",CAP CER 0.47PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.423000","","",Active,Murata Electronics,GJM0335C1ER47WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"6",Active,"0.02","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17310-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.47pF","25V"
"RF, Microwave, High Frequency","0.3pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1ER30WB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1ER30WB01D/490-8073-1-ND/4380359,"","","","","","","","",CAP CER 0.3PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.333000","","",Active,Murata Electronics,GJM0335C1ER30WB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"7",Active,"0.03","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-8073-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.05pF,"","0.3pF","25V"
General Purpose,"100pF",=Value,Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/02013A101JAT2A/478-7387-1-ND/3660467,"","","","","","","","",CAP CER 100PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.237000","","",Active,AVX Corporation,"02013A101JAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"8",Active,"0.09","",-,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"478-7387-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","100pF","25V"
General Purpose,"2.2uF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL03A225MQ3CRNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL03A225MQ3CRNC/1276-6870-1-ND/5961729,"","","","","","","","",CAP CER 2.2UF 6.3V X5R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.133000","","",Active,Samsung Electro-Mechanics,CL03A225MQ3CRNC,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"9",Active,"0.11","",CL,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"1276-6870-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.013 (0.33mm)",±20%,"","2.2uF","6.3V"
General Purpose,"1uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/AMK063AC6105MP-F/587-5813-1-ND/7674934,"","","","","","","","",CAP CER 1UF 4V 20% X6S 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:18.027000","","",Active,Taiyo Yuden,AMK063AC6105MP-F,"1","Surface Mount, MLCC",-55°C ~ 105°C,"0201 (0603 Metric)",TapeAndReel,"10",Active,"0.02","",M,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5813-1-ND","","","","","","","","","","",,capacitors\capacitor,X6S,"0.014 (0.35mm)",±20%,"","1uF","4V"
"RF, Microwave, High Frequency","5.1pF",=Value,Datasheet,https://www.johansontechnology.com/downloads/catalog/johanson-technology-multi-layer-high-q-capacitors.pdf,DigiKey Link,http://digikey.com/product-detail/en/johanson-technology-inc/250R05L5R1CV4T/712-1197-1-ND/1786659,"","","","","","","","",CAP CER 5.1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.930000","","",Active,Johanson Technology Inc.,"250R05L5R1CV4T","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"11",Active,"0.02","",L,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"712-1197-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.1pF","25V"
General Purpose,"0.1uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=EMK063BJ104KP-F  &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/EMK063BJ104KP-F/587-5833-1-ND/7674954,"","","","","","","","",CAP CER 0.1UF 16V X5R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.847000","","",Active,Taiyo Yuden,EMK063BJ104KP-F,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"12",Active,"0.02","",M,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5833-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.013 (0.33mm)",±10%,"","0.1uF","16V"
General Purpose,"1uF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/AMK063AC6105KP-F/587-5051-1-ND/6563894,"","","","","","","","",CAP CER 1UF 4V X6S 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.733000","","",Active,Taiyo Yuden,AMK063AC6105KP-F,"1","Surface Mount, MLCC",-55°C ~ 105°C,"0201 (0603 Metric)",TapeAndReel,"13",Active,"0.02","",M,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5051-1-ND","","","","","","","","","","",,capacitors\capacitor,X6S,"0.014 (0.35mm)",±10%,"","1uF","4V"
"RF, Microwave, High Frequency","5.6pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004009/732-13223-1-ND/9816434,"","","","","","","","",CAP CER 5.6PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.643000","","",Active,Würth Elektronik,"885392004009","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"14",Active,"0.04","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13223-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.6pF","25V"
"RF, Microwave, High Frequency","9pF",=Value,"","",DigiKey Link,http://digikey.com/product-detail/en/w-rth-elektronik/885392004010/732-13224-1-ND/9816435,"","","","","","","","",CAP CER 9PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.547000","","",Active,Würth Elektronik,"885392004010","1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"15",Active,"0.04","",WCAP-CSRF,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"732-13224-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.5pF,"","9pF","25V"
SMPS Filtering,"0.22uF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK063C6224MP-F &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK063C6224MP-F/587-6453-1-ND/10285044,"","","","","","","","",CAP CER 0.22UF 10V X6S 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.437000","","",Active,Taiyo Yuden,LMK063C6224MP-F,"1","Surface Mount, MLCC",-55°C ~ 105°C,"0201 (0603 Metric)",TapeAndReel,"16",Active,"0.04","",M,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-6453-1-ND","","","","","","","","","","",,capacitors\capacitor,X6S,"0.013 (0.33mm)",±20%,"","0.22uF","10V"
General Purpose,"0.1uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033R6YA104ME14-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM033R6YA104ME14D/490-10431-1-ND/5026321,"","","","","","","","",CAP CER 0.1UF 35V X5R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.340000","","",Active,Murata Electronics,GRM033R6YA104ME14D,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"17",Active,"0.01","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-10431-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.013 (0.33mm)",±20%,"","0.1uF","35V"
General Purpose,"1.2pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C2A1R2CA01D/490-7239-1-ND/4213285,"","","","","","","","",CAP CER 1.2PF 100V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.253000","","",Active,Murata Electronics,GRM0335C2A1R2CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"18",Active,"0.01","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-7239-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","1.2pF","100V"
General Purpose,"6.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H6R8BA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H6R8BA01D/490-17817-1-ND/8540053,"","","","","","","","",CAP CER 6.8PF 50V NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.170000","","",Active,Murata Electronics,GRM0335C1H6R8BA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"19",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17817-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.1pF,"","6.8pF","50V"
General Purpose,"0.022uF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM033C80G223KE01D/490-17017-1-ND/7602016,"","","","","","","","",CAP CER 0.022UF 4V X6S 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.087000","","",Active,Murata Electronics,GRM033C80G223KE01D,"1","Surface Mount, MLCC",-55°C ~ 105°C,"0201 (0603 Metric)",TapeAndReel,"20",Active,"0.01","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17017-1-ND","","","","","","","","","","",,capacitors\capacitor,X6S,"0.013 (0.33mm)",±10%,"","0.022uF","4V"
General Purpose,"5600pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033R61E562KA12-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM033R61E562KA12D/490-10426-1-ND/5026314,"","","","","","","","",CAP CER 5600PF 25V X5R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:17.003000","","",Active,Murata Electronics,GRM033R61E562KA12D,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0201 (0603 Metric)",CutTape,"21",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-10426-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.013 (0.33mm)",±10%,"","5600pF","25V"
General Purpose,"6.8pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C2A6R8DA01D/490-7253-1-ND/4213310,"","","","","","","","",CAP CER 6.8PF 100V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.923000","","",Active,Murata Electronics,GRM0335C2A6R8DA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"22",Active,"0.01","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-7253-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.5pF,"","6.8pF","100V"
General Purpose,"1000pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033R71H102KA12-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM033R71H102KA12J/490-14573-1-ND/6606179,"","","","","","","","",CAP CER 1000PF 50V X7R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.843000","","",Active,Murata Electronics,GRM033R71H102KA12J,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"23",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14573-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.013 (0.33mm)",±10%,"","1000pF","50V"
"RF, Microwave, High Frequency","6.2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E6R2CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E6R2CB01D/490-3075-1-ND/702341,"","","","","","","","",CAP CER 6.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.767000","","",Active,Murata Electronics,GJM0335C1E6R2CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"24",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3075-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","6.2pF","25V"
General Purpose,"30pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H300GA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H300GA01D/490-14560-1-ND/6606166,"","","","","","","","",CAP CER 30PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.697000","","",Active,Murata Electronics,GRM0335C1H300GA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"25",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14560-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±2%,"","30pF","50V"
General Purpose,"18pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_17.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0201JRNPO9BN180/311-1386-1-ND/2833692,"","","","","","","","",CAP CER 18PF 50V C0G/NPO 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.623000","","",Active,Yageo,CC0201JRNPO9BN180,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"26",Active,"0.10","",CC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-1386-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","18pF","50V"
General Purpose,"0.1uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033R61A104KE84-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM033R61A104KE84D/490-10681-1-ND/5251424,"","","","","","","","",CAP CER 0.1UF 10V X5R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.553000","","",Active,Murata Electronics,GRM033R61A104KE84D,"1","Surface Mount, MLCC",-55°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"27",Active,"0.01","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-10681-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.013 (0.33mm)",±10%,"","0.1uF","10V"
General Purpose,"5600pF",=Value,Datasheet,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0201KRX7R6BB562/311-3692-1-ND/8024781,"","","","","","","","",CAP CER 5600PF 10V X7R 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.490000","","",Active,Yageo,CC0201KRX7R6BB562,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"28",Active,"0.10","",CC,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"311-3692-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.013 (0.33mm)",±10%,"","5600pF","10V"
"RF, Microwave, High Frequency","1.1pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GJM0335C1E1R1CB01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GJM0335C1E1R1CB01D/490-3054-1-ND/702320,"","","","","","","","",CAP CER 1.1PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","High Q, Low Loss",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.430000","","",Active,Murata Electronics,GJM0335C1E1R1CB01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"29",Active,"0.01","",GJM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3054-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","1.1pF","25V"
General Purpose,"0.1uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM033C71A104KE14-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM033C71A104KE14D/490-14450-1-ND/6606911,"","","","","","","","",CAP CER 0.1UF 10V X7S 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.370000","","",Active,Murata Electronics,GRM033C71A104KE14D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"30",Active,"0.01","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14450-1-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.013 (0.33mm)",±10%,"","0.1uF","10V"
General Purpose,"270pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK063CG271JT-F &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK063CG271JT-F/587-5283-1-ND/7066145,"","","","","","","","",CAP CER 270PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.320000","","",Active,Taiyo Yuden,TMK063CG271JT-F,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",TapeAndReel,"31",Active,"0.01","",M,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"587-5283-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","270pF","25V"
General Purpose,"0.047uF",=Value,Datasheet,http://datasheets.avx.com/Y5V.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/02016G473ZAT2A/478-1056-1-ND/564088,"","","","","","","","",CAP CER 0.047UF 6.3V Y5V 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.240000","","",Active,AVX Corporation,"02016G473ZAT2A","1","Surface Mount, MLCC",-30°C ~ 85°C,"0201 (0603 Metric)",TapeAndReel,"32",Active,"0.01","",-,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"478-1056-1-ND","","","","","","","","","","",,capacitors\capacitor,Y5V (F),"0.013 (0.33mm)","-20%, +80%","","0.047uF","6.3V"
General Purpose,"24pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H240JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H240JA01D/490-16725-1-ND/7595633,"","","","","","","","",CAP CER 24PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 01:00:16.167000","","",Active,Murata Electronics,GRM0335C1H240JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"33",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-16725-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","24pF","50V"
