"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"0.22uF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022D80E224ME14L/490-13212-1-ND/5877420,"","","","","","","","",CAP CER 0.22UF 2.5V X6T 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.177000","","",Active,Murata Electronics,GRM022D80E224ME14L,"1","Surface Mount, MLCC",-55°C ~ 105°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13212-1-ND","","","","","","","","","","",,capacitors\capacitor,X6T,"0.009 (0.22mm)",±20%,"","0.22uF","2.5V"
General Purpose,"9.3pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E9R3WA03L/490-13768-1-ND/6048510,"","","","","","","","",CAP CER 9.3PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.200000","","",Active,Murata Electronics,GRM0225C1E9R3WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13768-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","9.3pF","25V"
General Purpose,"8.1pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E8R1WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E8R1WA03L/490-13720-1-ND/6048462,"","","","","","","","",CAP CER 8.1PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.203000","","",Active,Murata Electronics,GRM0225C1E8R1WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13720-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","8.1pF","25V"
General Purpose,"7.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E7R6WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E7R6WA03L/490-13700-1-ND/6048442,"","","","","","","","",CAP CER 7.6PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.207000","","",Active,Murata Electronics,GRM0225C1E7R6WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13700-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","7.6pF","25V"
General Purpose,"0.22uF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J224KE14L/490-13215-1-ND/5877423,"","","","","","","","",CAP CER 0.22UF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.210000","","",Active,Murata Electronics,GRM022R60J224KE14L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13215-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","0.22uF","6.3V"
General Purpose,"10000pF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/01016D103KAT2A/478-6438-1-ND/2521894,"","","","","","","","",CAP CER 10000PF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.230000","","",Active,AVX Corporation,"01016D103KAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-6438-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","10000pF","6.3V"
General Purpose,"7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E7R0CA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E7R0CA03L/490-13674-1-ND/6048416,"","","","","","","","",CAP CER 7PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.240000","","",Active,Murata Electronics,GRM0225C1E7R0CA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13674-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.25pF,"","7pF","25V"
General Purpose,"3pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E3R0CA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E3R0CA03L/490-13535-1-ND/6048277,"","","","","","","","",CAP CER 3PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.243000","","",Active,Murata Electronics,GRM0225C1E3R0CA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13535-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.25pF,"","3pF","25V"
General Purpose,"10pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1C100JA03L/490-13463-1-ND/6048205,"","","","","","","","",CAP CER 10PF 16V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.247000","","",Active,Murata Electronics,GRM0225C1C100JA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13463-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","10pF","16V"
General Purpose,"270pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM022R71A271KA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R71A271KA01L/490-8618-1-ND/4519319,"","","","","","","","",CAP CER 270PF 10V X7R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.267000","","",Active,Murata Electronics,GRM022R71A271KA01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-8618-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.009 (0.22mm)",±10%,"","270pF","10V"
General Purpose,"10pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E100JA03L/490-13465-1-ND/6048207,"","","","","","","","",CAP CER 10PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.280000","","",Active,Murata Electronics,GRM0225C1E100JA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13465-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","10pF","25V"
General Purpose,"2200pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J222KE19L/490-7164-1-ND/3874217,"","","","","","","","",CAP CER 2200PF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.283000","","",Active,Murata Electronics,GRM022R60J222KE19L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-7164-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","2200pF","6.3V"
General Purpose,"33pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E330JA02-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E330JA02L/490-10100-1-ND/5025967,"","","","","","","","",CAP CER 33PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.303000","","",Active,Murata Electronics,GRM0225C1E330JA02L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-10100-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","33pF","25V"
General Purpose,"3.4pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E3R4WA03L/490-13548-1-ND/6048290,"","","","","","","","",CAP CER 3.4PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.323000","","",Active,Murata Electronics,GRM0225C1E3R4WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13548-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","3.4pF","25V"
General Purpose,"7.2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E7R2WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E7R2WA03L/490-13684-1-ND/6048426,"","","","","","","","",CAP CER 7.2PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.327000","","",Active,Murata Electronics,GRM0225C1E7R2WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13684-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","7.2pF","25V"
General Purpose,"9.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E9R6WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E9R6WA03L/490-13780-1-ND/6048522,"","","","","","","","",CAP CER 9.6PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.330000","","",Active,Murata Electronics,GRM0225C1E9R6WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13780-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","9.6pF","25V"
General Purpose,"0.22uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/01016D224MAT2A/478-9355-1-ND/4864379,"","","","","","","","",CAP CER 0.22UF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.333000","","",Active,AVX Corporation,"01016D224MAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-9355-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±20%,"","0.22uF","6.3V"
General Purpose,"10000pF",=Value,Datasheet,https://www.yuden.co.jp/productdata/catalog/mlcc02_e.pdf,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/JMK042C7103KC-W/587-6219-1-ND/9563148,"","","","","","","","",CAP CER 10000PF 6.3V X7S 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.353000","","",Active,Taiyo Yuden,JMK042C7103KC-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",CutTape,Active,"0.10","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-6219-1-ND","","","","","","","","","","",,capacitors\capacitor,X7S,"0.009 (0.22mm)",±10%,"","10000pF","6.3V"
General Purpose,"10000pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM022R61A103KE19-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R61A103KE19L/490-13319-1-ND/5973331,"","","","","","","","",CAP CER 10000PF 10V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.367000","","",Active,Murata Electronics,GRM022R61A103KE19L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13319-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","10000pF","10V"
General Purpose,"10000pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J103KE19L/490-8615-1-ND/4519316,"","","","","","","","",CAP CER 10000PF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.377000","","",Active,Murata Electronics,GRM022R60J103KE19L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-8615-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","10000pF","6.3V"
General Purpose,"1000pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM022R71A102KA12-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R71A102KA12L/490-17801-1-ND/8540037,"","","","","","","","",CAP CER 1000PF 10V X7R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.387000","","",Active,Murata Electronics,GRM022R71A102KA12L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-17801-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.009 (0.22mm)",±10%,"","1000pF","10V"
General Purpose,"2.2pF",=Value,Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/0101YA2R2BAT2A/478-6442-1-ND/2521898,"","","","","","","","",CAP CER 2.2PF 16V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.397000","","",Active,AVX Corporation,"0101YA2R2BAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.08","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-6442-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","2.2pF","16V"
General Purpose,"1.4pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E1R4WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E1R4WA03L/490-13486-1-ND/6048228,"","","","","","","","",CAP CER 1.4PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.407000","","",Active,Murata Electronics,GRM0225C1E1R4WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13486-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","1.4pF","25V"
General Purpose,"8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E8R0WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E8R0WA03L/490-13716-1-ND/6048458,"","","","","","","","",CAP CER 8PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.410000","","",Active,Murata Electronics,GRM0225C1E8R0WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13716-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","8pF","25V"
General Purpose,"3pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E3R0WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E3R0WA03L/490-13536-1-ND/6048278,"","","","","","","","",CAP CER 3PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.413000","","",Active,Murata Electronics,GRM0225C1E3R0WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13536-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","3pF","25V"
General Purpose,"5pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E5R0WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E5R0WA03L/490-13596-1-ND/6048338,"","","","","","","","",CAP CER 5PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.417000","","",Active,Murata Electronics,GRM0225C1E5R0WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13596-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","5pF","25V"
General Purpose,"4.6pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E4R6WA03L/490-13584-1-ND/6048326,"","","","","","","","",CAP CER 4.6PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.423000","","",Active,Murata Electronics,GRM0225C1E4R6WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13584-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","4.6pF","25V"
General Purpose,"1.5pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E1R5WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E1R5WA03L/490-13489-1-ND/6048231,"","","","","","","","",CAP CER 1.5PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.427000","","",Active,Murata Electronics,GRM0225C1E1R5WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13489-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","1.5pF","25V"
General Purpose,"6.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E6R8WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E6R8WA03L/490-13668-1-ND/6048410,"","","","","","","","",CAP CER 6.8PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.430000","","",Active,Murata Electronics,GRM0225C1E6R8WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13668-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","6.8pF","25V"
General Purpose,"4pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E4R0WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E4R0WA03L/490-13566-1-ND/6048308,"","","","","","","","",CAP CER 4PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:42.433000","","",Active,Murata Electronics,GRM0225C1E4R0WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13566-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","4pF","25V"
