Part Type,Applications,Part Number,Schematic Part,Part Value,Tolerance,Features,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Capacitor,General Purpose,CM02CG180J25AH,capacitors\01005_0402Metric,18pF,±5%,,25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 18PF 25V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG1R5C25AH,capacitors\01005_0402Metric,1.5pF,±0.25pF,,25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 1.5PF 25V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG4R0C25AH,capacitors\01005_0402Metric,4pF,±0.25pF,,25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 4PF 25V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG680J16AH,capacitors\01005_0402Metric,68pF,±5%,,16V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 68PF 16V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG1R0C25AH,capacitors\01005_0402Metric,1pF,±0.25pF,,25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 1PF 25V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG220J25AH,capacitors\01005_0402Metric,22pF,±5%,,25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 22PF 25V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG150J25AH,capacitors\01005_0402Metric,15pF,±5%,,25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 15PF 25V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,General Purpose,CM02CG330J16AH,capacitors\01005_0402Metric,33pF,±5%,,16V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 33PF 16V C0G/NP0 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,"RF, Microwave, High Frequency",CU02CG120J25AH,capacitors\01005_0402Metric,12pF,±5%,"High Q, Low Loss",25V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 12PF 25V C0G 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
Capacitor,"RF, Microwave, High Frequency",CU02CG1R0C16AH,capacitors\01005_0402Metric,1pF,±0.25pF,"High Q, Low Loss",16V,"C01005N,C01005L,C01005M",01005 (0402 Metric),C,,,https://global.kyocera.com/prdct/electro/product/pdf/cm_e.pdf,CAP CER 1PF 16V C0G 01005,"Surface Mount, MLCC",,2,"C0G, NP0",-55°C ~ 125°C,,Kyocera International Inc. Electronic Components,,,
