Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Resistor,CRCW040211R5FKED,resistors\0402_1005Metric,11.5,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 11.5 OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,CRCW04025M10JNED,resistors\0402_1005Metric,5.1M,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 5.1M OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,ERA-2AKD240X,resistors\0402_1005Metric,24,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf,RES SMD 24 OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Panasonic Electronic Components,,,
Resistor,RMCF0402FT4M64,resistors\0402_1005Metric,4.64M,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,RES 4.64M OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RR0510P-5361-D,resistors\0402_1005Metric,5.36k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition05_en.pdf,RES SMD 5.36KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±25ppm/°C,-55°C ~ 125°C,,Susumu,,,
Resistor,CRCW0402160RJNED,resistors\0402_1005Metric,160,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 160 OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,RR0510P-431-D,resistors\0402_1005Metric,430,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.susumu.co.jp/common/pdf/n_catalog_partition05_en.pdf,RES SMD 430 OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±25ppm/°C,-55°C ~ 125°C,,Susumu,,,
Resistor,CRCW040236R0JNED,resistors\0402_1005Metric,36,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 36 OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,CRCW04022M40JNED,resistors\0402_1005Metric,2.4M,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.4M OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,CRCW040219R6FKED,resistors\0402_1005Metric,19.6,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 19.6 OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
